city,state,tier,area_sqft,floors,building_type,quality,total_area_sqft,cement_bags,sand_cft,bricks,aggregate_cft,steel_kg,price_cement_per_bag,price_sand_per_cft,price_brick_per_nos,price_agg_per_cft,price_steel_per_kg,cost_cement,cost_sand,cost_bricks,cost_aggregate,cost_steel,total_material_cost
madurai,Tamil Nadu,2,1675.64,1,0,0,1675.64,507,2054,9152,1565,5505,368,58,9,38,60,186576,119132,82368,59470,330300,777846
tirunelveli,Tamil Nadu,3,1042.35,1,0,1,1042.35,436,1462,6389,1219,3930,352,50,8,35,57,153472,73100,51112,42665,224010,544359
lucknow,Uttar Pradesh,1,2844.08,6,1,1,17064.47,7411,24395,79308,23064,105731,405,65,9,47,60,3001455,1585675,713772,1084008,6343860,12728770
chennai,Tamil Nadu,1,7920.61,2,1,0,15841.23,6066,18319,65537,16464,80812,410,73,8,45,61,2487060,1337287,524296,740880,4929532,10019055
vadodara,Gujarat,2,3220.07,3,1,0,9660.21,4138,12175,44515,10349,54619,382,58,10,42,56,1580716,706150,445150,434658,3058664,6225338
guntur,Andhra Pradesh,2,2539.71,8,1,1,20317.69,10147,29833,99187,30593,139718,380,60,9,42,62,3855860,1789980,892683,1284906,8662516,16485945
guwahati,Assam,1,2635.71,2,2,0,5271.42,2330,6238,16579,6041,36104,385,65,10,45,67,897050,405470,165790,271845,2418968,4159123
hubli,Karnataka,2,1247.62,3,0,1,3742.86,1865,4880,23883,4471,15149,375,62,10,45,64,699375,302560,238830,201195,969536,2411496
erode,Tamil Nadu,3,3648.57,2,0,0,7297.13,3776,10360,44049,8075,26818,355,52,8,35,58,1340480,538720,352392,282625,1555444,4069661
mangalore,Karnataka,2,3580.49,3,2,1,10741.46,5560,16078,44208,16300,95130,378,65,11,47,64,2101680,1045070,486288,766100,6088320,10487458
gorakhpur,Uttar Pradesh,2,898.36,3,0,2,2695.09,1380,4180,17848,4019,12185,390,65,9,42,60,538200,271700,160632,168798,731100,1870430
jaipur,Rajasthan,1,6919.28,7,1,1,48434.94,24700,68053,220511,64888,311587,405,62,7,43,60,10003500,4219286,1543577,2790184,18695220,37251767
trichy,Tamil Nadu,2,1709.51,1,1,1,1709.51,844,2379,7925,2087,9604,362,54,9,37,59,305528,128466,71325,77219,566636,1149174
thiruvananthapuram,Kerala,1,8535.93,5,0,1,42679.63,16838,58549,250899,49037,165960,395,72,12,52,67,6651010,4215528,3010788,2549924,11119320,27546570
erode,Tamil Nadu,3,3653.2,1,0,1,3653.2,1671,4882,22624,4098,14281,355,52,8,35,58,593205,253864,180992,143430,828298,1999789
srinagar,Jammu and Kashmir,2,6048.71,1,0,0,6048.71,1915,7682,35771,5696,21641,430,90,13,60,74,823450,691380,465023,341760,1601434,3923047
noida,Uttar Pradesh,1,604.05,3,0,1,1812.15,757,2359,10919,2083,6951,407,80,11,52,66,308099,188720,120109,108316,458766,1184010
ranchi,Jharkhand,2,7864.93,2,0,1,15729.86,7459,20533,99253,18549,61486,375,60,9,42,62,2797125,1231980,893277,779058,3812132,9513572
nashik,Maharashtra,2,1051.38,3,0,0,3154.13,915,3723,18203,3234,10980,390,62,9,44,62,356850,230826,163827,142296,680760,1574559
aurangabad,Maharashtra,2,3157.86,2,0,1,6315.72,2223,8704,38311,7073,24562,375,60,9,43,61,833625,522240,344799,304139,1498282,3503085
kochi,Kerala,1,7536.61,3,2,2,22609.84,14357,37921,98265,39358,227375,395,72,12,52,67,5671015,2730312,1179180,2046616,15234125,26861248
cuttack,Odisha,2,7066.84,3,0,1,21200.53,9203,32076,146339,27148,89977,375,58,9,42,64,3451125,1860408,1317051,1140216,5758528,13527328
madurai,Tamil Nadu,2,2990.85,1,0,0,2990.85,1146,3487,19040,3197,11047,368,58,9,38,60,421728,202246,171360,121486,662820,1579640
mumbai,Maharashtra,1,10956.84,3,2,2,32870.53,21533,56567,154509,62716,362885,450,88,15,60,67,9689850,4977896,2317635,3762960,24313295,45061636
nagpur,Maharashtra,2,6378.93,7,0,0,44652.52,17330,52915,245719,42633,167137,385,62,11,43,61,6672050,3280730,2702909,1833219,10195357,24684265
cuttack,Odisha,2,4882.64,4,0,2,19530.57,10078,33358,139458,29355,94972,375,58,9,42,64,3779250,1934764,1255122,1232910,6078208,14280254
kolkata,West Bengal,1,5426.86,4,0,2,21707.45,11745,36063,154134,33679,107823,400,65,8,43,63,4698000,2344095,1233072,1448197,6792849,16516213
varanasi,Uttar Pradesh,2,3919.15,1,1,1,3919.15,1736,5809,21221,5381,26298,390,65,9,43,60,677040,377585,190989,231383,1577880,3054877
ludhiana,Punjab,1,9914.79,2,0,0,19829.59,6205,24496,113946,19446,68042,388,68,11,48,64,2407540,1665728,1253406,933408,4354688,10614770
surat,Gujarat,1,8665.5,8,0,2,69324.01,45370,120770,527493,119727,389031,380,58,10,42,57,17240600,7004660,5274930,5028534,22174767,56723491
guwahati,Assam,1,4781.74,3,2,2,14345.21,9457,25278,65637,27201,157537,385,65,10,45,67,3640945,1643070,656370,1224045,10554979,17719409
coimbatore,Tamil Nadu,2,5997.89,2,0,1,11995.78,5183,16789,75752,14988,48692,370,62,10,40,62,1917710,1040918,757520,599520,3018904,7334572
ludhiana,Punjab,1,2040.0,2,2,1,4080.0,1980,6137,17039,6038,36956,388,68,11,48,64,768240,417316,187429,289824,2365184,4027993
vijayawada,Andhra Pradesh,2,6505.75,1,2,0,6505.75,2844,9158,24121,8252,51626,380,60,9,43,62,1080720,549480,217089,354836,3200812,5402937
ghaziabad,Uttar Pradesh,2,6481.73,2,0,1,12963.46,5672,20167,88403,17405,54950,405,78,11,52,66,2297160,1573026,972433,905060,3626700,9374379
trichy,Tamil Nadu,2,5054.39,5,1,1,25271.97,9882,39696,131106,37820,176790,362,54,9,37,59,3577284,2143584,1179954,1399340,10430610,18730772
thiruvananthapuram,Kerala,1,5095.65,2,1,2,10191.31,6307,18272,57858,16749,80169,395,72,12,52,67,2491265,1315584,694296,870948,5371323,10743416
surat,Gujarat,1,1113.54,5,2,1,5567.7,2872,7352,19808,7564,45679,380,58,10,42,57,1091360,426416,198080,317688,2603703,4637247
agra,Uttar Pradesh,2,1083.15,3,1,2,3249.45,2134,5917,19279,6083,26793,395,65,9,42,60,842930,384605,173511,255486,1607580,3264112
erode,Tamil Nadu,3,2172.68,1,0,0,2172.68,883,2916,13739,2315,8213,355,52,8,35,58,313465,151632,109912,81025,476354,1132388
erode,Tamil Nadu,3,1022.45,2,0,0,2044.91,569,2509,11856,1891,6883,355,52,8,35,58,201995,130468,94848,66185,399214,892710
patna,Bihar,2,2375.06,2,0,1,4750.12,2226,7225,30713,6062,19711,395,62,7,43,59,879270,447950,214991,260666,1162949,2965826
varanasi,Uttar Pradesh,2,7233.87,2,0,1,14467.73,5990,21962,97223,18431,61220,390,65,9,43,60,2336100,1427530,875007,792533,3673200,9104370
lucknow,Uttar Pradesh,1,9948.9,2,0,1,19897.81,7725,27500,118069,23206,75849,405,65,9,47,60,3128625,1787500,1062621,1090682,4550940,11620368
rajkot,Gujarat,2,7147.79,3,1,1,21443.38,9762,30352,104604,27274,134818,378,55,9,38,56,3690036,1669360,941436,1036412,7549808,14887052
tirunelveli,Tamil Nadu,3,1312.54,1,0,0,1312.54,427,1597,7928,1312,4832,352,50,8,35,57,150304,79850,63424,45920,275424,614922
bangalore,Karnataka,1,8525.39,2,0,0,17050.79,4686,19980,90748,14925,56804,380,68,12,52,65,1780680,1358640,1088976,776100,3692260,8696656
gurgaon,Haryana,1,8758.02,8,1,1,70064.19,31512,98495,330558,106937,465502,405,78,11,52,66,12762360,7682610,3636138,5560724,30723132,60364964
kanpur,Uttar Pradesh,1,2557.35,10,2,2,25573.55,14326,37249,103277,43865,262912,395,65,9,42,60,5658770,2421185,929493,1842330,15774720,26626498
erode,Tamil Nadu,3,3972.81,1,0,0,3972.81,1160,4834,22746,3540,13944,355,52,8,35,58,411800,251368,181968,123900,808752,1777788
raipur,Chhattisgarh,2,2903.17,1,0,0,2903.17,1251,3951,17729,2934,11192,365,58,9,40,60,456615,229158,159561,117360,671520,1634214
warangal,Telangana,2,7319.21,2,0,1,14638.43,5995,21175,97284,18257,62795,395,58,8,42,62,2368025,1228150,778272,766794,3893290,9034531
ghaziabad,Uttar Pradesh,2,1838.95,2,2,0,3677.9,1572,4306,12200,4101,26170,405,78,11,52,66,636660,335868,134200,213252,1727220,3047200
erode,Tamil Nadu,3,478.91,2,0,1,957.82,554,1457,6652,1110,4088,355,52,8,35,58,196670,75764,53216,38850,237104,601604
nagpur,Maharashtra,2,2903.06,4,0,1,11612.22,5044,16972,69518,13604,45412,385,62,11,43,61,1941940,1052264,764698,584972,2770132,7114006
hyderabad,Telangana,1,8533.07,2,0,2,17066.14,9405,27497,123987,24686,83629,415,60,8,42,61,3903075,1649820,991896,1036812,5101369,12682972
tirunelveli,Tamil Nadu,3,2681.15,1,0,0,2681.15,899,3566,16236,2601,9355,352,50,8,35,57,316448,178300,129888,91035,533235,1248906
pune,Maharashtra,1,10215.44,2,1,2,20430.89,12265,33367,114562,30535,151174,405,68,8,43,59,4967325,2268956,916496,1313005,8919266,18385048
vijayawada,Andhra Pradesh,2,2454.48,3,0,1,7363.45,2910,10772,49407,9487,29932,380,60,9,43,62,1105800,646320,444663,407941,1855784,4460508
lucknow,Uttar Pradesh,1,5407.1,4,0,2,21628.4,10480,38911,164195,36691,114673,405,65,9,47,60,4244400,2529215,1477755,1724477,6880380,16856227
salem,Tamil Nadu,2,4515.53,1,1,1,4515.53,2370,6199,21626,5764,27702,360,52,8,36,59,853200,322348,173008,207504,1634418,3190478
gurgaon,Haryana,1,5239.42,4,1,1,20957.68,11631,32611,113786,31786,151338,405,78,11,52,66,4710555,2543658,1251646,1652872,9988308,20147039
chennai,Tamil Nadu,1,4809.37,3,0,1,14428.12,5100,20405,85332,16448,53176,410,73,8,45,61,2091000,1489565,682656,740160,3243736,8247117
bhubaneswar,Odisha,1,6772.75,4,0,1,27090.98,13485,35566,162015,30960,105339,380,60,10,43,65,5124300,2133960,1620150,1331280,6847035,17056725
kozhikode,Kerala,2,6791.38,4,0,1,27165.52,14988,42182,188404,36426,121849,390,70,12,50,66,5845320,2952740,2260848,1821300,8042034,20922242
tirunelveli,Tamil Nadu,3,3953.82,1,0,0,3953.82,1003,6049,24215,4420,14853,352,50,8,35,57,353056,302450,193720,154700,846621,1850547
gurgaon,Haryana,1,11004.57,5,1,1,55022.85,29366,88037,291445,82656,393724,405,78,11,52,66,11893230,6866886,3205895,4298112,25985784,52249907
noida,Uttar Pradesh,1,5105.54,7,1,0,35738.81,16356,46657,173431,42733,224698,407,80,11,52,66,6656892,3732560,1907741,2222116,14830068,29349377
mangalore,Karnataka,2,2378.21,3,0,1,7134.64,3364,10880,50616,9170,30668,378,65,11,47,64,1271592,707200,556776,430990,1962752,4929310
chennai,Tamil Nadu,1,7949.48,3,0,2,23848.44,13132,41531,175543,39090,118697,410,73,8,45,61,5384120,3031763,1404344,1759050,7240517,18819794
guwahati,Assam,1,2005.34,7,1,1,14037.35,6363,20144,61719,18459,89284,385,65,10,45,67,2449755,1309360,617190,830655,5982028,11188988
cuttack,Odisha,2,4339.0,4,0,1,17356.0,6589,25040,107444,20540,70293,375,58,9,42,64,2470875,1452320,966996,862680,4498752,10251623
vellore,Tamil Nadu,3,551.14,1,0,1,551.14,308,829,3753,646,2336,355,50,8,35,58,109340,41450,30024,22610,135488,338912
vijayawada,Andhra Pradesh,2,6428.99,2,1,1,12857.98,6613,17508,58983,16261,77044,380,60,9,43,62,2512940,1050480,530847,699223,4776728,9570218
howrah,West Bengal,1,3148.47,5,2,2,15742.34,9055,23631,66806,27862,161673,395,65,10,44,63,3576725,1536015,668060,1225928,10185399,17192127
coimbatore,Tamil Nadu,2,1412.32,2,0,1,2824.64,1191,3918,17803,3582,11288,370,62,10,40,62,440670,242916,178030,143280,699856,1704752
lucknow,Uttar Pradesh,1,9600.14,1,2,0,9600.14,4138,11693,33807,11633,73527,405,65,9,47,60,1675890,760045,304263,546751,4411620,7698569
howrah,West Bengal,1,3011.29,4,0,2,12045.16,5796,20276,87748,18790,63522,395,65,10,44,63,2289420,1317940,877480,826760,4001886,9313486
thiruvananthapuram,Kerala,1,3394.4,7,2,2,23760.78,16884,42031,109287,48553,279143,395,72,12,52,67,6669180,3026232,1311444,2524756,18702581,32234193
raipur,Chhattisgarh,2,5715.17,3,0,2,17145.51,8330,27086,119580,24422,81579,365,58,9,40,60,3040450,1570988,1076220,976880,4894740,11559278
visakhapatnam,Andhra Pradesh,1,11781.94,7,1,1,82473.6,42822,124258,427893,127921,603431,385,62,10,44,63,16486470,7703996,4278930,5628524,38016153,72114073
erode,Tamil Nadu,3,3674.1,2,1,1,7348.2,3302,10525,38779,9231,46189,355,52,8,35,58,1172210,547300,310232,323085,2678962,5031789
nashik,Maharashtra,2,1887.88,4,2,1,7551.52,5084,12105,31001,12074,69476,390,62,9,44,62,1982760,750510,279009,531256,4307512,7851047
erode,Tamil Nadu,3,1384.91,2,0,1,2769.83,1109,3917,17670,3579,10886,355,52,8,35,58,393695,203684,141360,125265,631388,1495392
hyderabad,Telangana,1,11596.38,1,0,2,11596.38,6098,20398,90385,19005,59947,415,60,8,42,61,2530670,1223880,723080,798210,3656767,8932607
durgapur,West Bengal,2,2172.37,2,1,1,4344.75,2200,6142,21799,5842,28274,380,65,10,44,63,836000,399230,217990,257048,1781262,3491530
bangalore,Karnataka,1,9606.84,2,0,1,19213.68,7565,28429,125396,24346,80387,380,68,12,52,65,2874700,1933172,1504752,1265992,5225155,12803771
mysore,Karnataka,2,6587.73,2,0,0,13175.47,3711,16419,71880,12007,44994,375,62,10,44,64,1391625,1017978,718800,528308,2879616,6536327
jabalpur,Madhya Pradesh,2,1892.75,1,2,0,1892.75,693,2328,7002,2273,14102,365,58,10,42,60,252945,135024,70020,95466,846120,1399575
nashik,Maharashtra,2,5860.88,2,0,1,11721.77,4637,16349,75489,14550,46687,390,62,9,44,62,1808430,1013638,679401,640200,2894594,7036263
jabalpur,Madhya Pradesh,2,6654.11,2,1,0,13308.22,3948,16112,54111,13213,68281,365,58,10,42,60,1441020,934496,541110,554946,4096860,7568432
pune,Maharashtra,1,10436.48,2,1,0,20872.95,9477,26443,93118,22288,116076,405,68,8,43,59,3838185,1798124,744944,958384,6848484,14188121
chennai,Tamil Nadu,1,10838.33,10,0,2,108383.26,65176,172150,736632,179864,571699,410,73,8,45,61,26722160,12566950,5893056,8093880,34873639,88149685
vadodara,Gujarat,2,3073.93,1,0,0,3073.93,1443,4412,19745,3070,11889,382,58,10,42,56,551226,255896,197450,128940,665784,1799296
kochi,Kerala,1,8884.37,8,0,2,71074.93,41963,119363,499132,116794,370265,395,72,12,52,67,16575385,8594136,5989584,6073288,24807755,62040148
chennai,Tamil Nadu,1,2266.33,2,2,2,4532.65,2667,8137,21270,8324,48701,410,73,8,45,61,1093470,594001,170160,374580,2970761,5202972
raipur,Chhattisgarh,2,3438.56,2,1,0,6877.12,3138,8781,31937,8012,40475,365,58,9,40,60,1145370,509298,287433,320480,2428500,4691081
tirunelveli,Tamil Nadu,3,1913.91,1,1,1,1913.91,1217,2963,10112,2551,12694,352,50,8,35,57,428384,148150,80896,89285,723558,1470273
tirunelveli,Tamil Nadu,3,1297.03,1,0,1,1297.03,432,1789,8159,1505,5177,352,50,8,35,57,152064,89450,65272,52675,295089,654550
tirunelveli,Tamil Nadu,3,1714.28,1,0,1,1714.28,638,2676,11608,2368,7276,352,50,8,35,57,224576,133800,92864,82880,414732,948852
guntur,Andhra Pradesh,2,7341.14,4,0,1,29364.56,13999,40274,177742,36505,118984,380,60,9,42,62,5319620,2416440,1599678,1533210,7377008,18245956
ludhiana,Punjab,1,2148.89,3,0,1,6446.67,2308,9266,37825,6533,24376,388,68,11,48,64,895504,630088,416075,313584,1560064,3815315
thoothukudi,Tamil Nadu,3,1408.68,1,0,1,1408.68,659,2231,9412,1606,5800,352,50,8,35,57,231968,111550,75296,56210,330600,805624
ghaziabad,Uttar Pradesh,2,5667.4,1,0,2,5667.4,3015,8473,38049,7752,25049,405,78,11,52,66,1221075,660894,418539,403104,1653234,4356846
howrah,West Bengal,1,1038.32,6,0,1,6229.92,3167,9450,43205,8440,29151,395,65,10,44,63,1250965,614250,432050,371360,1836513,4505138
jabalpur,Madhya Pradesh,2,7384.42,3,0,1,22153.27,9974,28928,137768,27217,86180,365,58,10,42,60,3640510,1677824,1377680,1143114,5170800,13009928
noida,Uttar Pradesh,1,8610.18,3,0,2,25830.53,13815,40769,167553,35341,113214,407,80,11,52,66,5622705,3261520,1843083,1837732,7472124,20037164
guntur,Andhra Pradesh,2,6562.76,2,1,1,13125.52,7453,19973,68646,18341,89878,380,60,9,42,62,2832140,1198380,617814,770322,5572436,10991092
lucknow,Uttar Pradesh,1,5844.86,4,2,1,23379.43,13441,35464,96369,36108,215262,405,65,9,47,60,5443605,2305160,867321,1697076,12915720,23228882
lucknow,Uttar Pradesh,1,9377.96,2,0,2,18755.93,10345,31323,135875,28521,91662,405,65,9,47,60,4189725,2035995,1222875,1340487,5499720,14288802
thiruvananthapuram,Kerala,1,6455.65,3,1,1,19366.95,9987,30089,103802,26984,133325,395,72,12,52,67,3944865,2166408,1245624,1403168,8932775,17692840
jabalpur,Madhya Pradesh,2,1220.33,1,0,2,1220.33,723,1826,8080,1688,5313,365,58,10,42,60,263895,105908,80800,70896,318780,840279
ludhiana,Punjab,1,6698.02,6,2,1,40188.1,25456,63406,169250,67169,392239,388,68,11,48,64,9876928,4311608,1861750,3224112,25103296,44377694
bhopal,Madhya Pradesh,1,6378.44,1,0,1,6378.44,2664,10183,44486,8230,27815,370,60,10,43,62,985680,610980,444860,353890,1724530,4119940
surat,Gujarat,1,5561.35,3,0,0,16684.06,4987,22040,98528,17925,60845,380,58,10,42,57,1895060,1278320,985280,752850,3468165,8379675
trichy,Tamil Nadu,2,3219.03,2,0,1,6438.07,3231,10325,45188,7817,28551,362,54,9,37,59,1169622,557550,406692,289229,1684509,4107602
pune,Maharashtra,1,4822.37,2,0,1,9644.74,3833,13985,63287,11622,39379,405,68,8,43,59,1552365,950980,506296,499746,2323361,5832748
jabalpur,Madhya Pradesh,2,6493.69,2,1,1,12987.38,6433,20674,65511,16723,86443,365,58,10,42,60,2348045,1199092,655110,702366,5186580,10091193
aurangabad,Maharashtra,2,1453.39,2,1,2,2906.79,1745,4717,15445,4559,20720,375,60,9,43,61,654375,283020,139005,196037,1263920,2536357
delhi,Delhi,1,1639.88,3,2,1,4919.63,2206,7565,20318,7680,44625,410,78,8,50,65,904460,590070,162544,384000,2900625,4941699
hyderabad,Telangana,1,1157.32,3,2,2,3471.97,2246,5764,14661,5990,35136,415,60,8,42,61,932090,345840,117288,251580,2143296,3790094
aurangabad,Maharashtra,2,4134.49,5,0,1,20672.46,8212,29943,129684,26681,86534,375,60,9,43,61,3079500,1796580,1167156,1147283,5278574,12469093
kochi,Kerala,1,11940.51,2,1,1,23881.03,8778,31671,114263,29221,143604,395,72,12,52,67,3467310,2280312,1371156,1519492,9621468,18259738
indore,Madhya Pradesh,1,5355.91,4,1,1,21423.63,11572,30601,104835,30061,136941,380,60,11,43,58,4397360,1836060,1153185,1292623,7942578,16621806
indore,Madhya Pradesh,1,11332.77,6,0,0,67996.61,29100,81424,388838,68310,247554,380,60,11,43,58,11058000,4885440,4277218,2937330,14358132,37516120
surat,Gujarat,1,6050.51,4,2,1,24202.04,13435,38301,101326,36134,224017,380,58,10,42,57,5105300,2221458,1013260,1517628,12768969,22626615
cuttack,Odisha,2,2386.82,1,0,1,2386.82,865,3439,14374,2580,8889,375,58,9,42,64,324375,199462,129366,108360,568896,1330459
kolkata,West Bengal,1,5893.9,2,1,2,11787.79,5654,17685,57028,16781,79788,400,65,8,43,63,2261600,1149525,456224,721583,5026644,9615576
faridabad,Haryana,2,5868.46,4,2,0,23473.82,9673,26025,78499,26593,170196,405,78,11,52,66,3917565,2029950,863489,1382836,11232936,19426776
bhopal,Madhya Pradesh,1,3735.58,10,0,2,37355.83,20885,58668,246144,58974,187247,370,60,10,43,62,7727450,3520080,2461440,2535882,11609314,27854166
tirunelveli,Tamil Nadu,3,1757.05,1,0,2,1757.05,776,3007,13208,2532,8824,352,50,8,35,57,273152,150350,105664,88620,502968,1120754
guwahati,Assam,1,8755.07,7,1,1,61285.46,31673,93372,331940,98038,439101,385,65,10,45,67,12194105,6069180,3319400,4411710,29419767,55414162
chennai,Tamil Nadu,1,6137.38,2,1,1,12274.76,5830,18993,65389,17742,85886,410,73,8,45,61,2390300,1386489,523112,798390,5239046,10337337
ahmedabad,Gujarat,1,8016.54,10,0,2,80165.42,46964,136256,587382,134586,449580,385,58,7,40,55,18081140,7902848,4111674,5383440,24726900,60206002
varanasi,Uttar Pradesh,2,4542.93,2,0,1,9085.86,3762,13959,62875,11979,38104,390,65,9,43,60,1467180,907335,565875,515097,2286240,5741727
salem,Tamil Nadu,2,5642.03,5,1,1,28210.16,15146,40262,154727,38133,199037,360,52,8,36,59,5452560,2093624,1237816,1372788,11743183,21899971
cuttack,Odisha,2,1453.96,3,0,1,4361.89,2223,6749,30123,5920,19339,375,58,9,42,64,833625,391442,271107,248640,1237696,2982510
erode,Tamil Nadu,3,3135.62,1,2,1,3135.62,1388,4685,13040,4455,28045,355,52,8,35,58,492740,243620,104320,155925,1626610,2623215
noida,Uttar Pradesh,1,11732.16,10,1,1,117321.56,68300,155148,567514,169456,818769,407,80,11,52,66,27798100,12411840,6242654,8811712,54038754,109303060
visakhapatnam,Andhra Pradesh,1,10168.67,2,0,1,20337.34,8046,28124,122681,24468,76694,385,62,10,44,63,3097710,1743688,1226810,1076592,4831722,11976522
thoothukudi,Tamil Nadu,3,3941.41,1,0,2,3941.41,1825,6539,26500,5272,18240,352,50,8,35,57,642400,326950,212000,184520,1039680,2405550
thiruvananthapuram,Kerala,1,2937.05,2,1,1,5874.1,2625,8543,30158,8200,38172,395,72,12,52,67,1036875,615096,361896,426400,2557524,4997791
visakhapatnam,Andhra Pradesh,1,5954.59,7,0,1,41682.11,17207,67180,293939,61156,193992,385,62,10,44,63,6624695,4165160,2939390,2690864,12221496,28641605
thoothukudi,Tamil Nadu,3,3391.99,1,0,1,3391.99,1593,4648,21166,4125,12998,352,50,8,35,57,560736,232400,169328,144375,740886,1847725
vellore,Tamil Nadu,3,405.82,3,2,1,1217.45,635,1844,4909,1817,11040,355,50,8,35,58,225425,92200,39272,63595,640320,1060812
ranchi,Jharkhand,2,1383.49,3,0,2,4150.46,2810,7683,31743,6884,21726,375,60,9,42,62,1053750,460980,285687,289128,1347012,3436557
ludhiana,Punjab,1,6018.97,3,0,1,18056.9,7929,28392,125611,23650,77429,388,68,11,48,64,3076452,1930656,1381721,1135200,4955456,12479485
vellore,Tamil Nadu,3,1303.67,1,2,1,1303.67,722,2055,5320,1831,11180,355,50,8,35,58,256310,102750,42560,64085,648440,1114145
mangalore,Karnataka,2,4780.39,1,1,1,4780.39,2008,6765,23222,6261,28277,378,65,11,47,64,759024,439725,255442,294267,1809728,3558186
gorakhpur,Uttar Pradesh,2,2413.41,3,0,1,7240.24,2686,10033,43379,8431,28395,390,65,9,42,60,1047540,652145,390411,354102,1703700,4147898
amritsar,Punjab,2,7589.38,1,1,2,7589.38,4711,12908,45290,13068,60578,390,68,11,48,64,1837290,877744,498190,627264,3876992,7717480
tirunelveli,Tamil Nadu,3,1374.43,2,0,2,2748.86,1450,4818,19716,4313,13072,352,50,8,35,57,510400,240900,157728,150955,745104,1805087
ranchi,Jharkhand,2,7859.46,3,0,2,23578.39,12309,38941,163056,34856,114491,375,60,9,42,62,4615875,2336460,1467504,1463952,7098442,16982233
durgapur,West Bengal,2,6060.82,5,2,0,30304.12,13488,39515,117306,40103,257873,380,65,10,44,63,5125440,2568475,1173060,1764532,16245999,26877506
mumbai,Maharashtra,1,4720.11,10,0,2,47201.08,28275,76159,340393,80562,255856,450,88,15,60,67,12723750,6701992,5105895,4833720,17142352,46507709
warangal,Telangana,2,1450.58,5,1,2,7252.89,5025,11757,39751,12621,57004,395,58,8,42,62,1984875,681906,318008,530082,3534248,7049119
jaipur,Rajasthan,1,9850.18,3,0,2,29550.55,17769,50012,217409,49472,147318,405,62,7,43,60,7196445,3100744,1521863,2127296,8839080,22785428
indore,Madhya Pradesh,1,2287.77,3,2,1,6863.32,3385,9678,26538,10041,58930,380,60,11,43,58,1286300,580680,291918,431763,3417940,6008601
shimla,Himachal Pradesh,2,7199.7,5,1,1,35998.51,21701,50811,184663,56431,247740,415,82,12,55,70,9005915,4166502,2215956,3103705,17341800,35833878
gurgaon,Haryana,1,6054.74,6,2,0,36328.42,15985,49211,129311,47561,296822,405,78,11,52,66,6473925,3838458,1422421,2473172,19590252,33798228
hyderabad,Telangana,1,5652.55,3,0,1,16957.65,5608,23605,109449,21555,69275,415,60,8,42,61,2327320,1416300,875592,905310,4225775,9750297
pune,Maharashtra,1,5334.17,1,1,2,5334.17,2953,8497,27412,7939,36390,405,68,8,43,59,1195965,577796,219296,341377,2147010,4481444
erode,Tamil Nadu,3,1344.69,1,1,0,1344.69,483,1664,6193,1542,7587,355,52,8,35,58,171465,86528,49544,53970,440046,801553
pune,Maharashtra,1,5188.73,5,2,0,25943.65,12459,36229,99693,33532,218386,405,68,8,43,59,5045895,2463572,797544,1441876,12884774,22633661
madurai,Tamil Nadu,2,5130.86,4,0,2,20523.44,11826,37344,153200,32497,104461,368,58,9,38,60,4351968,2165952,1378800,1234886,6267660,15399266
chandigarh,Punjab,1,7033.75,5,2,0,35168.77,13988,47947,142359,50285,301376,390,68,11,48,64,5455320,3260396,1565949,2413680,19288064,31983409
vellore,Tamil Nadu,3,2299.73,1,2,0,2299.73,865,2703,8061,2764,16071,355,50,8,35,58,307075,135150,64488,96740,932118,1535571
erode,Tamil Nadu,3,3495.78,1,0,2,3495.78,2040,6091,25627,5057,17506,355,52,8,35,58,724200,316732,205016,176995,1015348,2438291
mumbai,Maharashtra,1,2933.77,6,0,2,17602.64,11927,28411,119238,27486,88349,450,88,15,60,67,5367150,2500168,1788570,1649160,5919383,17224431
vellore,Tamil Nadu,3,2503.3,1,0,2,2503.3,1414,4013,18267,3523,11842,355,50,8,35,58,501970,200650,146136,123305,686836,1658897
visakhapatnam,Andhra Pradesh,1,2879.87,7,1,2,20159.12,14851,34138,111466,37654,165327,385,62,10,44,63,5717635,2116556,1114660,1656776,10415601,21021228
gorakhpur,Uttar Pradesh,2,313.96,1,0,1,313.96,130,461,1941,380,1244,390,65,9,42,60,50700,29965,17469,15960,74640,188734
coimbatore,Tamil Nadu,2,4602.84,5,1,2,23014.2,16197,39417,133021,43339,187804,370,62,10,40,62,5992890,2443854,1330210,1733560,11643848,23144362
cuttack,Odisha,2,2232.69,6,2,1,13396.17,7001,19751,51627,22727,124304,375,58,9,42,64,2625375,1145558,464643,954534,7955456,13145566
warangal,Telangana,2,4537.6,4,2,1,18150.41,9688,25198,76470,24938,163425,395,58,8,42,62,3826760,1461484,611760,1047396,10132350,17079750
visakhapatnam,Andhra Pradesh,1,652.56,2,0,2,1305.11,676,2028,9046,1873,6001,385,62,10,44,63,260260,125736,90460,82412,378063,936931
bhopal,Madhya Pradesh,1,8927.54,10,1,1,89275.4,51996,135569,463439,146280,681158,370,60,10,43,62,19238520,8134140,4634390,6290040,42231796,80528886
vellore,Tamil Nadu,3,922.56,1,0,2,922.56,456,1585,6538,1358,4131,355,50,8,35,58,161880,79250,52304,47530,239598,580562
thoothukudi,Tamil Nadu,3,724.68,2,1,1,1449.36,766,2255,7722,1996,9411,352,50,8,35,57,269632,112750,61776,69860,536427,1050445
