city,state,tier,area_sqft,floors,building_type,quality,total_area_sqft,cement_bags,sand_cft,bricks,aggregate_cft,steel_kg,price_cement_per_bag,price_sand_per_cft,price_brick_per_nos,price_agg_per_cft,price_steel_per_kg,cost_cement,cost_sand,cost_bricks,cost_aggregate,cost_steel,total_material_cost
mangalore,Karnataka,2,1861.78,6,1,1,11170.71,6101,16895,55585,15381,75880,378.0,65.0,11.0,47.0,64.0,2306178,1098175,611435,722907,4856320,9595015
srinagar,Jammu and Kashmir,2,5436.36,2,0,1,10872.72,4656,18106,74008,14973,47824,430.0,90.0,13.0,60.0,74.0,2002080,1629540,962104,898380,3538976,9031080
bhubaneswar,Odisha,1,4040.5,5,1,2,20202.5,12090,34197,113603,35898,160102,380.0,60.0,10.0,43.0,65.0,4594200,2051820,1136030,1543614,10406630,19732294
delhi,Delhi,1,867.91,3,0,2,2603.73,1235,3933,17586,3719,11758,410.0,78.0,8.0,50.0,65.0,506350,306774,140688,185950,764270,1904032
erode,Tamil Nadu,3,10031.69,4,0,0,40126.74,14153,54037,251005,42967,159892,355.0,52.0,8.0,35.0,58.0,5024315,2809924,2008040,1503845,9273736,20619860
indore,Madhya Pradesh,1,732.98,5,1,0,3664.9,1577,5226,17477,4346,23030,380.0,60.0,11.0,43.0,58.0,599260,313560,192247,186878,1335740,2627685
hubli,Karnataka,2,7908.44,10,2,1,79084.44,46332,107347,289571,127929,735528,375.0,62.0,10.0,45.0,64.0,17374500,6655514,2895710,5756805,47073792,79756321
vijayawada,Andhra Pradesh,2,3906.11,4,1,1,15624.45,7851,25559,83352,22718,110553,380.0,60.0,9.0,43.0,62.0,2983380,1533540,750168,976874,6854286,13098248
howrah,West Bengal,1,2467.13,2,0,0,4934.25,1777,6345,28881,5019,17560,395.0,65.0,10.0,44.0,63.0,701915,412425,288810,220836,1106280,2730266
jabalpur,Madhya Pradesh,2,8071.62,2,0,0,16143.23,4684,21169,102060,18182,61210,365.0,58.0,10.0,42.0,60.0,1709660,1227802,1020600,763644,3672600,8394306
lucknow,Uttar Pradesh,1,6979.55,2,0,1,13959.09,6071,20501,89628,15647,56453,405.0,65.0,9.0,47.0,60.0,2458755,1332565,806652,735409,3387180,8720561
cuttack,Odisha,2,3920.02,1,2,1,3920.02,1890,5405,13187,5070,30458,375.0,58.0,9.0,42.0,64.0,708750,313490,118683,212940,1949312,3303175
coimbatore,Tamil Nadu,2,6252.94,1,0,2,6252.94,3235,10708,46226,9700,31247,370.0,62.0,10.0,40.0,62.0,1196950,663896,462260,388000,1937314,4648420
indore,Madhya Pradesh,1,3105.6,3,2,2,9316.79,6087,16608,44030,17795,101720,380.0,60.0,11.0,43.0,58.0,2313060,996480,484330,765185,5899760,10458815
meerut,Uttar Pradesh,2,10391.62,4,2,1,41566.47,22442,54451,152431,59202,350625,400.0,68.0,9.0,44.0,62.0,8976800,3702668,1371879,2604888,21738750,38394985
salem,Tamil Nadu,2,3903.06,1,1,0,3903.06,1342,5029,17488,4423,21657,360.0,52.0,8.0,36.0,59.0,483120,261508,139904,159228,1277763,2321523
patna,Bihar,2,3092.81,3,0,1,9278.42,4858,14444,62829,12304,41048,395.0,62.0,7.0,43.0,59.0,1918910,895528,439803,529072,2421832,6205145
thoothukudi,Tamil Nadu,3,9071.64,2,0,0,18143.28,6257,22450,102935,18407,66145,352.0,50.0,8.0,35.0,57.0,2202464,1122500,823480,644245,3770265,8562954
mumbai,Maharashtra,1,407.59,6,1,1,2445.55,1256,3804,12940,3662,17377,450.0,88.0,15.0,60.0,67.0,565200,334752,194100,219720,1164259,2478031
nashik,Maharashtra,2,3362.54,1,1,1,3362.54,1385,4955,17376,4582,21723,390.0,62.0,9.0,44.0,62.0,540150,307210,156384,201608,1346826,2552178
rajkot,Gujarat,2,4629.66,3,2,1,13888.99,7868,20508,57454,20312,124696,378.0,55.0,9.0,38.0,56.0,2974104,1127940,517086,771856,6982976,12373962
hyderabad,Telangana,1,10610.41,8,0,0,84883.26,35397,123584,541124,106611,352802,415.0,60.0,8.0,42.0,61.0,14689755,7415040,4328992,4477662,21520922,52432371
nagpur,Maharashtra,2,11415.21,2,1,1,22830.43,11358,33817,113778,30048,143028,385.0,62.0,11.0,43.0,61.0,4372830,2096654,1251558,1292064,8724708,17737814
ranchi,Jharkhand,2,8654.44,4,0,0,34617.76,15030,41908,211792,38454,134815,375.0,60.0,9.0,42.0,62.0,5636250,2514480,1906128,1615068,8358530,20030456
udaipur,Rajasthan,2,6011.88,5,0,1,30059.38,13082,47026,202228,39672,129646,392.0,60.0,8.0,40.0,58.0,5128144,2821560,1617824,1586880,7519468,18673876
lucknow,Uttar Pradesh,1,7759.33,1,1,1,7759.33,3482,11172,39021,10221,47936,405.0,65.0,9.0,47.0,60.0,1410210,726180,351189,480387,2876160,5844126
ghaziabad,Uttar Pradesh,2,5085.21,10,0,1,50852.12,22334,73236,326377,67712,235767,405.0,78.0,11.0,52.0,66.0,9045270,5712408,3590147,3521024,15560622,37429471
hyderabad,Telangana,1,3726.14,4,0,2,14904.58,8097,26052,112216,24820,79312,415.0,60.0,8.0,42.0,61.0,3360255,1563120,897728,1042440,4838032,11701575
meerut,Uttar Pradesh,2,11418.12,1,0,2,11418.12,6054,17586,78240,15576,50661,400.0,68.0,9.0,44.0,62.0,2421600,1195848,704160,685344,3140982,8147934
vadodara,Gujarat,2,1561.6,2,0,1,3123.21,1397,4626,20006,3751,12459,382.0,58.0,10.0,42.0,56.0,533654,268308,200060,157542,697704,1857268
ahmedabad,Gujarat,1,4287.44,3,0,1,12862.33,6080,19900,91656,18478,57762,385.0,58.0,7.0,40.0,55.0,2340800,1154200,641592,739120,3176910,8052622
kozhikode,Kerala,2,10809.25,5,0,1,54046.25,24672,74437,350438,68350,229207,390.0,70.0,12.0,50.0,66.0,9622080,5210590,4205256,3417500,15127662,37583088
vadodara,Gujarat,2,8733.07,1,0,1,8733.07,4511,12788,61233,10635,37195,382.0,58.0,10.0,42.0,56.0,1723202,741704,612330,446670,2082920,5606826
vijayawada,Andhra Pradesh,2,543.4,4,2,0,2173.59,893,2786,7430,2625,16495,380.0,60.0,9.0,43.0,62.0,339340,167160,66870,112875,1022690,1708935
warangal,Telangana,2,472.58,2,2,0,945.15,432,1169,3464,1130,7158,395.0,58.0,8.0,42.0,62.0,170640,67802,27712,47460,443796,757410
hyderabad,Telangana,1,6294.85,4,1,2,25179.39,15617,39983,138639,41042,193526,415.0,60.0,8.0,42.0,61.0,6481055,2398980,1109112,1723764,11805086,23517997
chennai,Tamil Nadu,1,5914.19,3,0,0,17742.56,5501,22503,96638,16198,60659,410.0,73.0,8.0,45.0,61.0,2255410,1642719,773104,728910,3700199,9100342
aurangabad,Maharashtra,2,5427.3,3,0,1,16281.9,7227,22126,109393,22223,69764,375.0,60.0,9.0,43.0,61.0,2710125,1327560,984537,955589,4255604,10233415
ghaziabad,Uttar Pradesh,2,3767.66,3,1,1,11302.97,5623,16893,60282,16359,78754,405.0,78.0,11.0,52.0,66.0,2277315,1317654,663102,850668,5197764,10306503
ghaziabad,Uttar Pradesh,2,11842.34,5,0,2,59211.68,38148,106986,446632,97472,312386,405.0,78.0,11.0,52.0,66.0,15449940,8344908,4912952,5068544,20617476,54393820
thoothukudi,Tamil Nadu,3,3409.45,2,0,1,6818.9,2831,11028,48029,9187,29470,352.0,50.0,8.0,35.0,57.0,996512,551400,384232,321545,1679790,3933479
srinagar,Jammu and Kashmir,2,5982.47,4,0,0,23929.9,6953,29820,142223,23814,90913,430.0,90.0,13.0,60.0,74.0,2989790,2683800,1848899,1428840,6727562,15678891
salem,Tamil Nadu,2,4977.74,1,0,1,4977.74,1622,7025,29603,5587,19114,360.0,52.0,8.0,36.0,59.0,583920,365300,236824,201132,1127726,2514902
kochi,Kerala,1,2208.94,4,2,1,8835.77,4536,13241,35203,13594,79376,395.0,72.0,12.0,52.0,67.0,1791720,953352,422436,706888,5318192,9192588
nagpur,Maharashtra,2,2590.9,4,2,2,10363.61,6962,17192,45358,19211,110896,385.0,62.0,11.0,43.0,61.0,2680370,1065904,498938,826073,6764656,11835941
varanasi,Uttar Pradesh,2,11035.97,2,2,1,22071.94,9325,30860,81852,29779,175815,390.0,65.0,9.0,43.0,60.0,3636750,2005900,736668,1280497,10548900,18208715
cuttack,Odisha,2,10327.7,4,2,1,41310.8,23507,63555,179388,66790,386249,375.0,58.0,9.0,42.0,64.0,8815125,3686190,1614492,2805180,24719936,41640923
guwahati,Assam,1,2548.72,3,1,1,7646.17,3974,11384,38916,11088,51180,385.0,65.0,10.0,45.0,67.0,1529990,739960,389160,498960,3429060,6587130
guwahati,Assam,1,10532.82,7,0,1,73729.73,32908,108255,475931,90139,326404,385.0,65.0,10.0,45.0,67.0,12669580,7036575,4759310,4056255,21869068,50390788
gorakhpur,Uttar Pradesh,2,2668.4,1,0,1,2668.4,1065,3656,16739,3027,10325,390.0,65.0,9.0,42.0,60.0,415350,237640,150651,127134,619500,1550275
trichy,Tamil Nadu,2,7593.25,1,1,1,7593.25,3566,10813,37479,9694,46009,362.0,54.0,9.0,37.0,59.0,1290892,583902,337311,358678,2714531,5285314
kanpur,Uttar Pradesh,1,1159.11,5,0,0,5795.55,2362,7780,36847,6458,23109,395.0,65.0,9.0,42.0,60.0,932990,505700,331623,271236,1386540,3428089
hyderabad,Telangana,1,10588.36,5,2,1,52941.81,30258,81749,221739,83529,500955,415.0,60.0,8.0,42.0,61.0,12557070,4904940,1773912,3508218,30558255,53302395
coimbatore,Tamil Nadu,2,807.7,2,0,0,1615.41,456,2071,9970,1764,6074,370.0,62.0,10.0,40.0,62.0,168720,128402,99700,70560,376588,843970
rajkot,Gujarat,2,6748.33,8,1,2,53986.61,36078,95821,315128,103393,481236,378.0,55.0,9.0,38.0,56.0,13637484,5270155,2836152,3928934,26949216,52621941
ghaziabad,Uttar Pradesh,2,9400.6,3,1,2,28201.79,14673,43338,151757,47345,202358,405.0,78.0,11.0,52.0,66.0,5942565,3380364,1669327,2461940,13355628,26809824
gorakhpur,Uttar Pradesh,2,1578.65,10,0,2,15786.5,10322,26914,121277,28363,90959,390.0,65.0,9.0,42.0,60.0,4025580,1749410,1091493,1191246,5457540,13515269
noida,Uttar Pradesh,1,4972.87,3,1,1,14918.6,7087,22832,75917,18143,97715,407.0,80.0,11.0,52.0,66.0,2884409,1826560,835087,943436,6449190,12938682
salem,Tamil Nadu,2,695.01,2,1,2,1390.02,949,2545,8097,2398,11026,360.0,52.0,8.0,36.0,59.0,341640,132340,64776,86328,650534,1275618
gurgaon,Haryana,1,8256.48,2,1,0,16512.96,7444,22792,78167,18884,94487,405.0,78.0,11.0,52.0,66.0,3014820,1777776,859837,981968,6236142,12870543
meerut,Uttar Pradesh,2,3827.91,10,1,0,38279.05,19877,51623,181568,51446,250794,400.0,68.0,9.0,44.0,62.0,7950800,3510364,1634112,2263624,15549228,30908128
rajkot,Gujarat,2,6800.86,2,0,1,13601.73,5354,20294,85413,15979,51957,378.0,55.0,9.0,38.0,56.0,2023812,1116170,768717,607202,2909592,7425493
gorakhpur,Uttar Pradesh,2,11206.24,7,2,0,78443.69,33019,94449,277902,95054,627245,390.0,65.0,9.0,42.0,60.0,12877410,6139185,2501118,3992268,37634700,63144681
ghaziabad,Uttar Pradesh,2,3809.13,4,0,2,15236.5,7750,24859,105034,22934,73775,405.0,78.0,11.0,52.0,66.0,3138750,1939002,1155374,1192568,4869150,12294844
chennai,Tamil Nadu,1,773.8,2,2,0,1547.61,729,1864,5831,1811,12082,410.0,73.0,8.0,45.0,61.0,298890,136072,46648,81495,737002,1300107
durgapur,West Bengal,2,8172.41,3,2,1,24517.22,13771,35431,94794,34269,210961,380.0,65.0,10.0,44.0,63.0,5232980,2303015,947940,1507836,13290543,23282314
shimla,Himachal Pradesh,2,9484.73,3,0,1,28454.18,12795,42181,193718,38132,125096,415.0,82.0,12.0,55.0,70.0,5309925,3458842,2324616,2097260,8756720,21947363
kanpur,Uttar Pradesh,1,11502.85,3,2,0,34508.55,15660,41681,123195,39025,254365,395.0,65.0,9.0,42.0,60.0,6185700,2709265,1108755,1639050,15261900,26904670
kolkata,West Bengal,1,2062.05,1,2,0,2062.05,872,2608,8253,2470,15985,400.0,65.0,8.0,43.0,63.0,348800,169520,66024,106210,1007055,1697609
aurangabad,Maharashtra,2,4827.25,7,1,1,33790.76,18762,50088,176813,51353,246634,375.0,60.0,9.0,43.0,61.0,7035750,3005280,1591317,2208179,15044674,28885200
gorakhpur,Uttar Pradesh,2,10160.86,3,1,0,30482.57,11886,42511,143131,35346,177412,390.0,65.0,9.0,42.0,60.0,4635540,2763215,1288179,1484532,10644720,20816186
vellore,Tamil Nadu,3,9721.08,7,2,2,68047.58,49201,109400,284776,121267,711529,355.0,50.0,8.0,35.0,58.0,17466355,5470000,2278208,4244345,41268682,70727590
gurgaon,Haryana,1,7572.59,3,0,0,22717.77,9581,26896,128971,23214,80090,405.0,78.0,11.0,52.0,66.0,3880305,2097888,1418681,1207128,5285940,13889942
udaipur,Rajasthan,2,3378.55,2,2,0,6757.1,3009,8481,23782,8003,49751,392.0,60.0,8.0,40.0,58.0,1179528,508860,190256,320120,2885558,5084322
udaipur,Rajasthan,2,3551.62,3,1,2,10654.85,6196,18298,59690,17124,80753,392.0,60.0,8.0,40.0,58.0,2428832,1097880,477520,684960,4683674,9372866
raipur,Chhattisgarh,2,1663.24,5,1,1,8316.18,3782,11645,42950,12358,58019,365.0,58.0,9.0,40.0,60.0,1380430,675410,386550,494320,3481140,6417850
patna,Bihar,2,11077.87,2,0,2,22155.75,11315,37213,153222,32831,104633,395.0,62.0,7.0,43.0,59.0,4469425,2307206,1072554,1411733,6173347,15434265
pune,Maharashtra,1,2240.59,7,0,2,15684.14,8581,24018,105133,22392,76202,405.0,68.0,8.0,43.0,59.0,3475305,1633224,841064,962856,4495918,11408367
chennai,Tamil Nadu,1,6960.06,2,2,2,13920.12,8434,26431,66816,26138,148945,410.0,73.0,8.0,45.0,61.0,3457940,1929463,534528,1176210,9085645,16183786
delhi,Delhi,1,7095.35,7,0,2,49667.43,31370,79842,354866,82079,257186,410.0,78.0,8.0,50.0,65.0,12861700,6227676,2838928,4103950,16717090,42749344
erode,Tamil Nadu,3,4561.34,5,0,0,22806.72,9418,28997,125333,22942,82388,355.0,52.0,8.0,35.0,58.0,3343390,1507844,1002664,802970,4778504,11435372
jaipur,Rajasthan,1,4359.72,4,1,1,17438.87,8455,24840,91349,25018,120131,405.0,62.0,7.0,43.0,60.0,3424275,1540080,639443,1075774,7207860,13887432
erode,Tamil Nadu,3,8089.34,2,0,1,16178.69,7430,24760,113600,21442,69817,355.0,52.0,8.0,35.0,58.0,2637650,1287520,908800,750470,4049386,9633826
jodhpur,Rajasthan,2,4781.91,3,0,1,14345.74,6601,21410,96968,18276,61425,390.0,60.0,8.0,40.0,58.0,2574390,1284600,775744,731040,3562650,8928424
meerut,Uttar Pradesh,2,3210.36,5,0,1,16051.81,7032,22092,99730,20519,66598,400.0,68.0,9.0,44.0,62.0,2812800,1502256,897570,902836,4129076,10244538
trichy,Tamil Nadu,2,4909.75,3,0,0,14729.26,5181,17946,83372,14810,52746,362.0,54.0,9.0,37.0,59.0,1875522,969084,750348,547970,3112014,7254938
guntur,Andhra Pradesh,2,9730.41,4,0,1,38921.65,16837,59550,260486,53812,168521,380.0,60.0,9.0,42.0,62.0,6398060,3573000,2344374,2260104,10448302,25023840
jabalpur,Madhya Pradesh,2,11604.45,4,0,0,46417.78,15432,58871,247994,46396,160515,365.0,58.0,10.0,42.0,60.0,5632680,3414518,2479940,1948632,9630900,23106670
thiruvananthapuram,Kerala,1,7704.21,3,0,0,23112.64,8249,29337,129929,22454,84798,395.0,72.0,12.0,52.0,67.0,3258355,2112264,1559148,1167608,5681466,13778841
jabalpur,Madhya Pradesh,2,9428.79,3,1,1,28286.38,13652,42652,147792,39829,190127,365.0,58.0,10.0,42.0,60.0,4982980,2473816,1477920,1672818,11407620,22015154
indore,Madhya Pradesh,1,6487.33,1,0,1,6487.33,2950,9611,43146,7559,25959,380.0,60.0,11.0,43.0,58.0,1121000,576660,474606,325037,1505622,4002925
jabalpur,Madhya Pradesh,2,7572.91,2,0,2,15145.83,8209,26584,110979,23246,75234,365.0,58.0,10.0,42.0,60.0,2996285,1541872,1109790,976332,4514040,11138319
jabalpur,Madhya Pradesh,2,11859.42,6,1,1,71156.54,35497,104448,346667,105278,489864,365.0,58.0,10.0,42.0,60.0,12956405,6057984,3466670,4421676,29391840,56294575
ranchi,Jharkhand,2,5373.34,5,0,2,26866.71,13171,44805,186805,38117,131480,375.0,60.0,9.0,42.0,62.0,4939125,2688300,1681245,1600914,8151760,19061344
jodhpur,Rajasthan,2,981.81,1,0,0,981.81,361,1232,5844,891,3416,390.0,60.0,8.0,40.0,58.0,140790,73920,46752,35640,198128,495230
shimla,Himachal Pradesh,2,11492.68,5,0,1,57463.41,27218,82651,385341,80274,253989,415.0,82.0,12.0,55.0,70.0,11295470,6777382,4624092,4415070,17779230,44891244
gorakhpur,Uttar Pradesh,2,9558.13,1,0,0,9558.13,2861,11522,53235,9109,32046,390.0,65.0,9.0,42.0,60.0,1115790,748930,479115,382578,1922760,4649173
kozhikode,Kerala,2,4900.06,2,1,1,9800.12,4917,15337,54215,14453,67462,390.0,70.0,12.0,50.0,66.0,1917630,1073590,650580,722650,4452492,8816942
thoothukudi,Tamil Nadu,3,11792.26,1,0,2,11792.26,5589,18913,79420,16482,53345,352.0,50.0,8.0,35.0,57.0,1967328,945650,635360,576870,3040665,7165873
amritsar,Punjab,2,4277.32,8,0,0,34218.57,13395,41886,186326,35408,127434,390.0,68.0,11.0,48.0,64.0,5224050,2848248,2049586,1699584,8155776,19977244
ahmedabad,Gujarat,1,4591.02,8,0,1,36728.15,20395,58159,248238,53399,173976,385.0,58.0,7.0,40.0,55.0,7852075,3373222,1737666,2135960,9568680,24667603
lucknow,Uttar Pradesh,1,7394.83,3,2,2,22184.49,14970,38248,102092,40584,243129,405.0,65.0,9.0,47.0,60.0,6062850,2486120,918828,1907448,14587740,25962986
noida,Uttar Pradesh,1,3437.3,2,0,1,6874.6,2921,9546,42500,7836,27135,407.0,80.0,11.0,52.0,66.0,1188847,763680,467500,407472,1790910,4618409
guntur,Andhra Pradesh,2,8443.14,3,0,0,25329.43,9174,32817,136618,25785,88572,380.0,60.0,9.0,42.0,62.0,3486120,1969020,1229562,1082970,5491464,13259136
ghaziabad,Uttar Pradesh,2,2003.63,4,2,0,8014.53,2967,9252,27252,9535,60003,405.0,78.0,11.0,52.0,66.0,1201635,721656,299772,495820,3960198,6679081
pune,Maharashtra,1,1474.7,2,0,0,2949.4,1061,3730,17377,3153,10860,405.0,68.0,8.0,43.0,59.0,429705,253640,139016,135579,640740,1598680
lucknow,Uttar Pradesh,1,6511.56,2,1,0,13023.12,5412,17052,59233,14540,75118,405.0,65.0,9.0,47.0,60.0,2191860,1108380,533097,683380,4507080,9023797
dehradun,Uttarakhand,2,6754.83,4,0,1,27019.3,12755,37143,182990,35724,114510,400.0,68.0,10.0,48.0,68.0,5102000,2525724,1829900,1714752,7786680,18959056
shimla,Himachal Pradesh,2,1458.53,2,0,1,2917.06,1118,3668,17355,3226,10862,415.0,82.0,12.0,55.0,70.0,463970,300776,208260,177430,760340,1910776
udaipur,Rajasthan,2,11577.28,1,0,1,11577.28,3993,16246,70573,12477,43414,392.0,60.0,8.0,40.0,58.0,1565256,974760,564584,499080,2518012,6121692
amritsar,Punjab,2,6964.78,3,0,1,20894.35,9135,29743,128239,25834,81991,390.0,68.0,11.0,48.0,64.0,3562650,2022524,1410629,1240032,5247424,13483259
patna,Bihar,2,1982.21,4,0,0,7928.85,3044,10677,48720,8306,31139,395.0,62.0,7.0,43.0,59.0,1202380,661974,341040,357158,1837201,4399753
shimla,Himachal Pradesh,2,3875.02,8,2,1,31000.17,18930,46197,126078,50159,297290,415.0,82.0,12.0,55.0,70.0,7855950,3788154,1512936,2758745,20810300,36726085
trichy,Tamil Nadu,2,9642.76,1,0,1,9642.76,3323,13819,65335,11851,39539,362.0,54.0,9.0,37.0,59.0,1202926,746226,588015,438487,2332801,5308455
jabalpur,Madhya Pradesh,2,6374.13,3,1,0,19122.4,7753,24601,86247,21840,110163,365.0,58.0,10.0,42.0,60.0,2829845,1426858,862470,917280,6609780,12646233
madurai,Tamil Nadu,2,2420.15,2,0,2,4840.3,2560,8640,36147,7572,24529,368.0,58.0,9.0,38.0,60.0,942080,501120,325323,287736,1471740,3527999
chandigarh,Punjab,1,1413.62,2,2,1,2827.24,1497,4164,11774,4373,26084,390.0,68.0,11.0,48.0,64.0,583830,283152,129514,209904,1669376,2875776
thiruvananthapuram,Kerala,1,5283.14,3,2,1,15849.41,7729,24478,65623,23166,140339,395.0,72.0,12.0,52.0,67.0,3052955,1762416,787476,1204632,9402713,16210192
mangalore,Karnataka,2,4181.49,1,0,0,4181.49,1332,5242,25947,4137,15004,378.0,65.0,11.0,47.0,64.0,503496,340730,285417,194439,960256,2284338
thoothukudi,Tamil Nadu,3,7939.82,2,0,1,15879.65,6994,24072,105338,19140,65062,352.0,50.0,8.0,35.0,57.0,2461888,1203600,842704,669900,3708534,8886626
tirunelveli,Tamil Nadu,3,11117.91,4,1,2,44471.66,26865,76223,254319,81416,361026,352.0,50.0,8.0,35.0,57.0,9456480,3811150,2034552,2849560,20578482,38730224
bhubaneswar,Odisha,1,3123.22,2,0,2,6246.43,3246,11003,46768,9709,32050,380.0,60.0,10.0,43.0,65.0,1233480,660180,467680,417487,2083250,4862077
ranchi,Jharkhand,2,10291.76,10,1,0,102917.6,46652,127196,475944,127671,663229,375.0,60.0,9.0,42.0,62.0,17494500,7631760,4283496,5362182,41120198,75892136
ranchi,Jharkhand,2,11061.45,2,2,2,22122.9,12417,38590,94833,37076,212065,375.0,60.0,9.0,42.0,62.0,4656375,2315400,853497,1557192,13148030,22530494
mangalore,Karnataka,2,10843.63,2,0,1,21687.26,9612,33217,147025,27345,94656,378.0,65.0,11.0,47.0,64.0,3633336,2159105,1617275,1285215,6057984,14752915
faridabad,Haryana,2,11434.51,2,1,2,22869.02,13586,40594,127230,38420,178163,405.0,78.0,11.0,52.0,66.0,5502330,3166332,1399530,1997840,11758758,23824790
hyderabad,Telangana,1,10136.88,2,0,1,20273.76,9422,29626,138281,26320,89394,415.0,60.0,8.0,42.0,61.0,3910130,1777560,1106248,1105440,5453034,13352412
visakhapatnam,Andhra Pradesh,1,7203.13,6,0,1,43218.81,17442,62318,270745,56159,189587,385.0,62.0,10.0,44.0,63.0,6715170,3863716,2707450,2470996,11943981,27701313
tirunelveli,Tamil Nadu,3,5036.18,4,0,2,20144.74,12380,37181,155245,32327,107677,352.0,50.0,8.0,35.0,57.0,4357760,1859050,1241960,1131445,6137589,14727804
warangal,Telangana,2,6001.92,2,0,1,12003.83,5535,17598,78124,14861,49578,395.0,58.0,8.0,42.0,62.0,2186325,1020684,624992,624162,3073836,7529999
agra,Uttar Pradesh,2,10496.82,4,0,1,41987.29,19892,64547,295468,57665,191083,395.0,65.0,9.0,42.0,60.0,7857340,4195555,2659212,2421930,11464980,28599017
shimla,Himachal Pradesh,2,3756.5,8,0,1,30052.01,15248,44194,204815,40904,145796,415.0,82.0,12.0,55.0,70.0,6327920,3623908,2457780,2249720,10205720,24865048
indore,Madhya Pradesh,1,2079.29,1,1,2,2079.29,1299,3737,12175,3504,16315,380.0,60.0,11.0,43.0,58.0,493620,224220,133925,150672,946270,1948707
coimbatore,Tamil Nadu,2,1861.67,2,0,2,3723.33,1970,5866,26268,5305,17298,370.0,62.0,10.0,40.0,62.0,728900,363692,262680,212200,1072476,2639948
tirunelveli,Tamil Nadu,3,9958.54,2,0,1,19917.07,8531,27821,122267,21415,76238,352.0,50.0,8.0,35.0,57.0,3002912,1391050,978136,749525,4345566,10467189
faridabad,Haryana,2,9185.53,5,0,1,45927.66,21931,70479,303208,60256,195162,405.0,78.0,11.0,52.0,66.0,8882055,5497362,3335288,3133312,12880692,33728709
faridabad,Haryana,2,6072.22,1,0,0,6072.22,2117,8056,35262,6071,21476,405.0,78.0,11.0,52.0,66.0,857385,628368,387882,315692,1417416,3606743
varanasi,Uttar Pradesh,2,3443.48,2,1,0,6886.97,3017,9642,33273,7636,41283,390.0,65.0,9.0,43.0,60.0,1176630,626730,299457,328348,2476980,4908145
chandigarh,Punjab,1,8195.84,3,0,0,24587.51,6652,30927,146484,24806,90525,390.0,68.0,11.0,48.0,64.0,2594280,2103036,1611324,1190688,5793600,13292928
kanpur,Uttar Pradesh,1,653.51,3,1,1,1960.53,806,2726,9040,2577,11871,395.0,65.0,9.0,42.0,60.0,318370,177190,81360,108234,712260,1397414
mysore,Karnataka,2,6905.09,4,0,0,27620.35,10632,36329,164092,28382,101792,375.0,62.0,10.0,44.0,64.0,3987000,2252398,1640920,1248808,6514688,15643814
jodhpur,Rajasthan,2,4901.42,2,1,0,9802.83,3452,11831,45009,11311,55290,390.0,60.0,8.0,40.0,58.0,1346280,709860,360072,452440,3206820,6075472
bhopal,Madhya Pradesh,1,11738.74,3,0,1,35216.23,14122,46619,211949,37403,137657,370.0,60.0,10.0,43.0,62.0,5225140,2797140,2119490,1608329,8534734,20284833
faridabad,Haryana,2,6189.21,8,1,0,49513.69,19009,58956,220522,57206,295045,405.0,78.0,11.0,52.0,66.0,7698645,4598568,2425742,2974712,19472970,37170637
gurgaon,Haryana,1,6716.76,2,0,2,13433.52,6570,21055,88251,17937,58766,405.0,78.0,11.0,52.0,66.0,2660850,1642290,970761,932724,3878556,10085181
faridabad,Haryana,2,8605.88,2,0,0,17211.76,3896,20144,103470,16429,61676,405.0,78.0,11.0,52.0,66.0,1577880,1571232,1138170,854308,4070616,9212206
bhubaneswar,Odisha,1,5917.55,4,1,1,23670.22,11609,32879,114817,34202,149994,380.0,60.0,10.0,43.0,65.0,4411420,1972740,1148170,1470686,9749610,18752626
nashik,Maharashtra,2,2849.91,4,1,1,11399.64,5287,15939,55164,15168,70649,390.0,62.0,9.0,44.0,62.0,2061930,988218,496476,667392,4380238,8594254
durgapur,West Bengal,2,6539.88,2,0,0,13079.76,4326,16776,81470,14419,48366,380.0,65.0,10.0,44.0,63.0,1643880,1090440,814700,634436,3047058,7230514
patna,Bihar,2,11342.37,2,2,2,22684.75,13945,34961,92772,37226,211961,395.0,62.0,7.0,43.0,59.0,5508275,2167582,649404,1600718,12505699,22431678
jabalpur,Madhya Pradesh,2,5036.95,4,1,1,20147.8,11652,30488,102731,30733,137822,365.0,58.0,10.0,42.0,60.0,4252980,1768304,1027310,1290786,8269320,16608700
jabalpur,Madhya Pradesh,2,8219.76,3,0,1,24659.29,8737,33289,161001,31915,104185,365.0,58.0,10.0,42.0,60.0,3189005,1930762,1610010,1340430,6251100,14321307
durgapur,West Bengal,2,11740.8,5,0,2,58704.02,32081,102116,440224,91747,309430,380.0,65.0,10.0,44.0,63.0,12190780,6637540,4402240,4036868,19494090,46761518
bhubaneswar,Odisha,1,9993.08,5,0,2,49965.42,22793,76535,342872,75953,235969,380.0,60.0,10.0,43.0,65.0,8661340,4592100,3428720,3265979,15337985,35286124
lucknow,Uttar Pradesh,1,7976.6,2,0,1,15953.21,6096,23757,109676,21371,68623,405.0,65.0,9.0,47.0,60.0,2468880,1544205,987084,1004437,4117380,10121986
jabalpur,Madhya Pradesh,2,8884.76,5,0,1,44423.79,19598,64791,282161,54868,186426,365.0,58.0,10.0,42.0,60.0,7153270,3757878,2821610,2304456,11185560,27222774
vadodara,Gujarat,2,11250.5,1,0,1,11250.5,3868,16258,67396,13174,41571,382.0,58.0,10.0,42.0,56.0,1477576,942964,673960,553308,2327976,5975784
